seas,date,wk,h,v,sprv,ou,ptsh,ptsv,neutral,playoff,stad
2003,09/28/2003,4,OAK,LAC,7,41.5,34,31,0,0,Oakland Coliseum
2003,09/28/2003,4,PIT,TEN,3.5,44,13,30,0,0,Heinz Field
2003,09/28/2003,4,LAR,ARI,11.5,45.5,37,13,0,0,Edward Jones Dome
2003,09/28/2003,4,WAS,NE,3.5,43,20,17,0,0,FedExField
2003,09/29/2003,4,CHI,GB,-4,41.5,23,38,0,0,Soldier Field
2003,10/05/2003,5,ATL,MIN,-4.5,43.5,26,39,0,0,Georgia Dome
2003,10/05/2003,5,BUF,CIN,7,40,22,16,0,0,Ralph Wilson Stadium
2003,10/05/2003,5,CAR,NO,7,37.5,19,13,0,0,Bank of America Stadium
2003,10/05/2003,5,CHI,OAK,-3.5,43.5,24,21,0,0,Soldier Field
2003,10/05/2003,5,DAL,ARI,7.5,39.5,24,7,0,0,Texas Stadium
2003,10/05/2003,5,GB,SEA,1,45,35,13,0,0,Lambeau Field
2003,10/05/2003,5,JAX,LAC,3,42.5,27,21,0,0,EverBank Field
2003,10/05/2003,5,KC,DEN,3.5,46.5,24,23,0,0,Arrowhead Stadium
2003,10/05/2003,5,NE,TEN,1,40.5,38,30,0,0,Gillette Stadium
2003,10/05/2003,5,NYG,MIA,1.5,38,10,23,0,0,Giants Stadium
2003,10/05/2003,5,PHI,WAS,4.5,40.5,27,25,0,0,Lincoln Financial Field
2003,10/05/2003,5,PIT,CLE,7,42,13,33,0,0,Heinz Field
2003,10/05/2003,5,SF,DET,7.5,42.5,24,17,0,0,Candlestick Park
2003,10/06/2003,5,TB,IND,4.5,37.5,35,38,0,0,Raymond James Stadium
2003,10/12/2003,6,ARI,BAL,-6.5,37,18,26,0,0,University of Phoenix Stadium
2003,10/12/2003,6,CLE,OAK,3.5,43.5,13,7,0,0,FirstEnergy Stadium
2003,10/12/2003,6,DAL,PHI,1,37.5,23,21,0,0,Texas Stadium
2003,10/12/2003,6,DEN,PIT,6.5,45,17,14,0,0,Sports Authority Field at Mile High
2003,10/12/2003,6,GB,KC,2.5,47.5,34,40,0,0,Lambeau Field
2003,10/12/2003,6,IND,CAR,4,37.5,20,23,0,0,RCA Dome
2003,10/12/2003,6,JAX,MIA,-3.5,38,10,24,0,0,EverBank Field
2003,10/12/2003,6,NE,NYG,2.5,42.5,17,6,0,0,Gillette Stadium
2003,10/12/2003,6,NO,CHI,6.5,43,20,13,0,0,Louisiana Superdome
2003,10/12/2003,6,NYJ,BUF,-1,36.5,30,3,0,0,Giants Stadium
2003,10/12/2003,6,SEA,SF,3.5,44.5,20,19,0,0,CenturyLink Field
2003,10/12/2003,6,TEN,HOU,8.5,39.5,38,17,0,0,Nissan Stadium
2003,10/12/2003,6,WAS,TB,-3.5,37,13,35,0,0,FedExField
2003,10/13/2003,6,LAR,ATL,10,46,36,0,0,0,Edward Jones Dome
2003,10/19/2003,7,ATL,NO,-3,42,17,45,0,0,Georgia Dome
2003,10/19/2003,7,BUF,WAS,3,38,24,7,0,0,Ralph Wilson Stadium
2003,10/19/2003,7,CAR,TEN,-0,37.5,17,37,0,0,Bank of America Stadium
2003,10/19/2003,7,CIN,BAL,-1,36,34,26,0,0,Paul Brown Stadium
2003,10/19/2003,7,CLE,LAC,3.5,41,20,26,0,0,FirstEnergy Stadium
2003,10/19/2003,7,DET,DAL,-3,39,7,38,0,0,Ford Field
2003,10/19/2003,7,HOU,NYJ,-3.5,38,14,19,0,0,Reliant Stadium
2003,10/19/2003,7,MIA,NE,6.5,37,13,19,0,0,Sun Life Stadium
2003,10/19/2003,7,MIN,DEN,4,44,28,20,0,0,Hubert H. Humphrey Metrodome
2003,10/19/2003,7,NYG,PHI,3,37,10,14,0,0,Giants Stadium
2003,10/19/2003,7,SF,TB,-5,39,24,7,0,0,Candlestick Park
2003,10/19/2003,7,SEA,CHI,11,41.5,24,17,0,0,CenturyLink Field
2003,10/19/2003,7,LAR,GB,4,48.5,34,24,0,0,Edward Jones Dome
2003,10/20/2003,7,OAK,KC,-4.5,47.5,10,17,0,0,Oakland Coliseum
2003,10/26/2003,8,ARI,SF,-7,41,16,13,0,0,University of Phoenix Stadium
2003,10/26/2003,8,BAL,DEN,2.5,36.5,26,6,0,0,M&T Bank Stadium
2003,10/26/2003,8,CHI,DET,3,37.5,24,16,0,0,Soldier Field
2003,10/26/2003,8,CIN,SEA,-3,41.5,27,24,0,0,Paul Brown Stadium
2003,10/26/2003,8,IND,HOU,13,44,30,21,0,0,RCA Dome
2003,10/26/2003,8,JAX,TEN,-4.5,43.5,17,30,0,0,EverBank Field
2003,10/26/2003,8,KC,BUF,5.5,43.5,38,5,0,0,Arrowhead Stadium
2003,10/26/2003,8,MIN,NYG,5.5,44.5,17,29,0,0,Hubert H. Humphrey Metrodome
2003,10/26/2003,8,NE,CLE,4.5,37.5,9,3,0,0,Gillette Stadium
2003,10/26/2003,8,NO,CAR,3,39.5,20,23,0,0,Louisiana Superdome
2003,10/26/2003,8,PHI,NYJ,3,36,24,17,0,0,Lincoln Financial Field
2003,10/26/2003,8,PIT,LAR,1,45.5,21,33,0,0,Heinz Field
2003,10/26/2003,8,TB,DAL,6,37,16,0,0,0,Raymond James Stadium
2003,11/02/2003,9,ARI,CIN,-3,39,17,14,0,0,University of Phoenix Stadium
2003,11/02/2003,9,ATL,PHI,-6,39.5,16,23,0,0,Georgia Dome
2003,11/02/2003,9,BAL,JAX,7,37.5,24,17,0,0,M&T Bank Stadium
2003,11/02/2003,9,CHI,LAC,1,39,20,7,0,0,Soldier Field
2003,11/02/2003,9,DAL,WAS,6,38.5,21,14,0,0,Texas Stadium
2003,11/02/2003,9,DET,OAK,-3.5,39.5,23,13,0,0,Ford Field
2003,11/02/2003,9,HOU,CAR,-6,37,14,10,0,0,Reliant Stadium
2003,11/02/2003,9,MIA,IND,3,39.5,17,23,0,0,Sun Life Stadium
2003,11/02/2003,9,MIN,GB,5.5,49,27,30,0,0,Hubert H. Humphrey Metrodome
2003,11/02/2003,9,NYJ,NYG,-3.5,40,28,31,0,0,Giants Stadium
2003,11/02/2003,9,SF,LAR,-5,44,30,10,0,0,Candlestick Park
2003,11/02/2003,9,SEA,PIT,5,44,23,16,0,0,CenturyLink Field
2003,11/02/2003,9,TB,NO,8,39,14,17,0,0,Raymond James Stadium
2003,11/03/2003,9,DEN,NE,2,36,26,30,0,0,Sports Authority Field at Mile High
2003,11/09/2003,10,CAR,TB,-3.5,34.5,27,24,0,0,Bank of America Stadium
2003,11/09/2003,10,CIN,HOU,4,40,34,27,0,0,Paul Brown Stadium
2003,11/09/2003,10,DAL,BUF,4,37,10,6,0,0,Texas Stadium
2003,11/09/2003,10,DET,CHI,-0,37.5,12,10,0,0,Ford Field
2003,11/09/2003,10,JAX,IND,-6,44,28,23,0,0,EverBank Field
2003,11/09/2003,10,KC,CLE,9,43.5,41,20,0,0,Arrowhead Stadium
2003,11/09/2003,10,NYG,ATL,11.5,41,7,27,0,0,Giants Stadium
2003,11/09/2003,10,OAK,NYJ,-3,38,24,27,0,0,Oakland Coliseum
2003,11/09/2003,10,PIT,ARI,7,40.5,28,15,0,0,Heinz Field
2003,11/09/2003,10,LAC,MIN,-5.5,45,42,28,0,0,Qualcomm Stadium
2003,11/09/2003,10,LAR,BAL,6.5,43,33,22,0,0,Edward Jones Dome
2003,11/09/2003,10,TEN,MIA,5.5,39.5,31,7,0,0,Nissan Stadium
2003,11/09/2003,10,WAS,SEA,-3,41,27,20,0,0,FedExField
2003,11/10/2003,10,GB,PHI,4.5,43,14,17,0,0,Lambeau Field
2003,11/16/2003,11,BUF,HOU,7,37.5,10,12,0,0,Ralph Wilson Stadium
2003,11/16/2003,11,CAR,WAS,6,37,20,17,0,0,Bank of America Stadium
2003,11/16/2003,11,CHI,LAR,-6,41,21,23,0,0,Soldier Field
2003,11/16/2003,11,CIN,KC,-6,48,24,19,0,0,Paul Brown Stadium
2003,11/16/2003,11,CLE,ARI,5,37.5,44,6,0,0,FirstEnergy Stadium
2003,11/16/2003,11,DEN,LAC,8.5,44,37,8,0,0,Sports Authority Field at Mile High
2003,11/16/2003,11,IND,NYJ,6,43.5,38,31,0,0,RCA Dome
2003,11/16/2003,11,MIA,BAL,5,33,9,6,0,0,Sun Life Stadium
2003,11/16/2003,11,NE,DAL,4,35,12,0,0,0,Gillette Stadium
2003,11/16/2003,11,NO,ATL,9,44,23,20,0,0,Louisiana Superdome
2003,11/16/2003,11,OAK,MIN,-4.5,46,28,18,0,0,Oakland Coliseum
2003,11/16/2003,11,PHI,NYG,3,38,28,10,0,0,Lincoln Financial Field
2003,11/16/2003,11,SEA,DET,11,39.5,35,14,0,0,CenturyLink Field
2003,11/16/2003,11,TB,GB,3.5,41,13,20,0,0,Raymond James Stadium
2003,11/16/2003,11,TEN,JAX,9,44.5,10,3,0,0,Nissan Stadium
2003,11/17/2003,11,SF,PIT,4,41.5,30,14,0,0,Candlestick Park
2003,11/23/2003,12,ARI,LAR,-7,44,27,30,0,0,University of Phoenix Stadium
2003,11/23/2003,12,ATL,TEN,-6.5,44,31,38,0,0,Georgia Dome
2003,11/23/2003,12,BAL,SEA,3,36,44,41,0,0,M&T Bank Stadium
2003,11/23/2003,12,BUF,IND,-3,38.5,14,17,0,0,Ralph Wilson Stadium
2003,11/23/2003,12,CLE,PIT,3,40.5,6,13,0,0,FirstEnergy Stadium
2003,11/23/2003,12,DAL,CAR,3,33,24,20,0,0,Texas Stadium
2003,11/23/2003,12,DEN,CHI,10.5,38.5,10,19,0,0,Sports Authority Field at Mile High
2003,11/23/2003,12,GB,SF,3.5,40,20,10,0,0,Lambeau Field
2003,11/23/2003,12,HOU,NE,-5,37,20,23,0,0,Reliant Stadium
2003,11/23/2003,12,KC,OAK,11,44.5,27,24,0,0,Arrowhead Stadium
2003,11/23/2003,12,MIA,WAS,7,35,24,23,0,0,Sun Life Stadium
2003,11/23/2003,12,MIN,DET,10.5,47.5,24,14,0,0,Hubert H. Humphrey Metrodome
2003,11/23/2003,12,NYJ,JAX,4,43,13,10,0,0,Giants Stadium
2003,11/23/2003,12,PHI,NO,5.5,39.5,33,20,0,0,Lincoln Financial Field
2003,11/23/2003,12,LAC,CIN,-3,43,27,34,0,0,Qualcomm Stadium
2003,11/24/2003,12,TB,NYG,6,38,19,13,0,0,Raymond James Stadium
2003,11/27/2003,13,DAL,MIA,3,34.5,21,40,0,0,Texas Stadium
2003,11/27/2003,13,DET,GB,-6.5,44,22,14,0,0,Ford Field
2003,11/30/2003,13,BAL,SF,3,37,44,6,0,0,M&T Bank Stadium
2003,11/30/2003,13,CAR,PHI,1.5,37,16,25,0,0,Bank of America Stadium
2003,11/30/2003,13,CHI,ARI,4.5,36,28,3,0,0,Soldier Field
2003,11/30/2003,13,HOU,ATL,3,42.5,17,13,0,0,Reliant Stadium
2003,11/30/2003,13,IND,NE,3.5,43.5,34,38,0,0,RCA Dome
2003,11/30/2003,13,JAX,TB,-3,37,17,10,0,0,EverBank Field
2003,11/30/2003,13,NYG,BUF,3,35.5,7,24,0,0,Giants Stadium
2003,11/30/2003,13,OAK,DEN,-3,42,8,22,0,0,Oakland Coliseum
2003,11/30/2003,13,PIT,CIN,3,42,20,24,0,0,Heinz Field
2003,11/30/2003,13,LAC,KC,-7.5,48.5,24,28,0,0,Qualcomm Stadium
2003,11/30/2003,13,SEA,CLE,6.5,42,34,7,0,0,CenturyLink Field
2003,11/30/2003,13,LAR,MIN,6,51,48,17,0,0,Edward Jones Dome
2003,11/30/2003,13,WAS,NO,-1,42.5,20,24,0,0,FedExField
2003,12/01/2003,13,NYJ,TEN,-3,42,24,17,0,0,Giants Stadium
2003,12/07/2003,14,ATL,CAR,-1,41,20,14,0,0,Georgia Dome
2003,12/07/2003,14,BAL,CIN,5,38.5,31,13,0,0,M&T Bank Stadium
2003,12/07/2003,14,BUF,NYJ,3,37,17,6,0,0,Ralph Wilson Stadium
2003,12/07/2003,14,DEN,KC,3,46.5,45,27,0,0,Sports Authority Field at Mile High
2003,12/07/2003,14,DET,LAC,3,43.5,7,14,0,0,Ford Field
2003,12/07/2003,14,GB,CHI,7.5,39,34,21,0,0,Lambeau Field
2003,12/07/2003,14,JAX,HOU,9.5,37.5,27,0,0,0,EverBank Field
2003,12/07/2003,14,MIN,SEA,-1,52.5,34,7,0,0,Hubert H. Humphrey Metrodome
2003,12/07/2003,14,NE,MIA,3,33.5,12,0,0,0,Gillette Stadium
2003,12/07/2003,14,NO,TB,3,40.5,7,14,0,0,Louisiana Superdome
2003,12/07/2003,14,NYG,WAS,3,36,7,20,0,0,Giants Stadium
2003,12/07/2003,14,PHI,DAL,5.5,35.5,36,10,0,0,Lincoln Financial Field
2003,12/07/2003,14,PIT,OAK,5.5,40.5,27,7,0,0,Heinz Field
2003,12/07/2003,14,SF,ARI,10.5,40.5,50,14,0,0,Candlestick Park
2003,12/07/2003,14,TEN,IND,3.5,46.5,27,29,0,0,Nissan Stadium
2003,12/08/2003,14,CLE,LAR,-5.5,43.5,20,26,0,0,FirstEnergy Stadium
2003,12/14/2003,15,ARI,CAR,-7,38.5,17,20,0,0,University of Phoenix Stadium
2003,12/14/2003,15,CHI,MIN,-3,39.5,13,10,0,0,Soldier Field
2003,12/14/2003,15,CIN,SF,3,42,41,38,0,0,Paul Brown Stadium
2003,12/14/2003,15,DEN,CLE,11.5,42,23,20,0,0,Sports Authority Field at Mile High
2003,12/14/2003,15,IND,ATL,7.5,48,38,7,0,0,RCA Dome
2003,12/14/2003,15,KC,DET,14.5,45,45,17,0,0,Arrowhead Stadium
2003,12/14/2003,15,NE,JAX,6,33,27,13,0,0,Gillette Stadium
2003,12/14/2003,15,NO,NYG,7.5,40.5,45,7,0,0,Louisiana Superdome
2003,12/14/2003,15,NYJ,PIT,3,36,6,0,0,0,Giants Stadium
2003,12/14/2003,15,OAK,BAL,-7,38,20,12,0,0,Oakland Coliseum
2003,12/14/2003,15,LAC,GB,-5,45.5,21,38,0,0,Qualcomm Stadium
2003,12/14/2003,15,LAR,SEA,7,52,27,22,0,0,Edward Jones Dome
2003,12/14/2003,15,TB,HOU,11.5,36,16,3,0,0,Raymond James Stadium
2003,12/14/2003,15,TEN,BUF,5,37,28,26,0,0,Nissan Stadium
2003,12/14/2003,15,WAS,DAL,-3,34,0,27,0,0,FedExField
2003,12/15/2003,15,MIA,PHI,3,37,27,34,0,0,Sun Life Stadium
2003,12/20/2003,16,MIN,KC,-3,54,45,20,0,0,Hubert H. Humphrey Metrodome
2003,12/20/2003,16,NYJ,NE,-3,35,16,21,0,0,Giants Stadium
2003,12/20/2003,16,TB,ATL,6.5,38.5,28,30,0,0,Raymond James Stadium
2003,12/21/2003,16,BUF,MIA,3,33,3,20,0,0,Ralph Wilson Stadium
2003,12/21/2003,16,CAR,DET,7.5,37,20,14,0,0,Bank of America Stadium
2003,12/21/2003,16,CHI,WAS,4,35,27,24,0,0,Soldier Field
2003,12/21/2003,16,CLE,BAL,-3,35.5,0,35,0,0,FirstEnergy Stadium
2003,12/21/2003,16,DAL,NYG,12.5,35.5,19,3,0,0,Texas Stadium
2003,12/21/2003,16,HOU,TEN,-5.5,39,24,27,0,0,Reliant Stadium
2003,12/21/2003,16,IND,DEN,6.5,48.5,17,31,0,0,RCA Dome
2003,12/21/2003,16,JAX,NO,3,42,20,19,0,0,EverBank Field
2003,12/21/2003,16,PHI,SF,7,44,28,31,0,0,Lincoln Financial Field
2003,12/21/2003,16,PIT,LAC,6.5,42,40,24,0,0,Heinz Field
2003,12/21/2003,16,SEA,ARI,15.5,44.5,28,10,0,0,CenturyLink Field
2003,12/21/2003,16,LAR,CIN,7,54,27,10,0,0,Edward Jones Dome
2003,12/22/2003,16,OAK,GB,-5.5,44,7,41,0,0,Oakland Coliseum
2003,12/27/2003,17,NE,BUF,9.5,34.5,31,0,0,0,Gillette Stadium
2003,12/27/2003,17,SF,SEA,2.5,46.5,17,24,0,0,Candlestick Park
2003,12/27/2003,17,WAS,PHI,-9,42,7,31,0,0,FedExField
2003,12/28/2003,17,ARI,MIN,-7.5,45.5,18,17,0,0,University of Phoenix Stadium
2003,12/28/2003,17,ATL,JAX,2.5,44,21,14,0,0,Georgia Dome
2003,12/28/2003,17,BAL,PIT,6,37.5,13,10,0,0,M&T Bank Stadium
2003,12/28/2003,17,CIN,CLE,8.5,42,14,22,0,0,Paul Brown Stadium
2003,12/28/2003,17,DET,LAR,-12,45,30,20,0,0,Ford Field
2003,12/28/2003,17,GB,DEN,10,41.5,31,3,0,0,Lambeau Field
2003,12/28/2003,17,HOU,IND,-9,46.5,17,20,0,0,Reliant Stadium
2003,12/28/2003,17,KC,CHI,7.5,43.5,31,3,0,0,Arrowhead Stadium
2003,12/28/2003,17,MIA,NYJ,3.5,37.5,23,21,0,0,Sun Life Stadium
2003,12/28/2003,17,NO,DAL,-1,38,13,7,0,0,Louisiana Superdome
2003,12/28/2003,17,NYG,CAR,-4.5,34.5,24,37,0,0,Giants Stadium
2003,12/28/2003,17,LAC,OAK,6,46,21,14,0,0,Qualcomm Stadium
2003,12/28/2003,17,TEN,TB,4,39,33,13,0,0,Nissan Stadium
2003,01/03/2004,18,BAL,TEN,-1,38,17,20,0,1,M&T Bank Stadium
2003,01/03/2004,18,CAR,DAL,3,34,29,10,0,1,Bank of America Stadium
2003,01/04/2004,18,GB,SEA,7.5,43.5,33,27,0,1,NA
2003,01/04/2004,18,IND,DEN,3,49,41,10,0,1,NA
2003,01/10/2004,19,NE,TEN,6,34,17,14,0,1,NA
2003,01/10/2004,19,LAR,CAR,7,46,23,29,0,1,NA
2003,01/11/2004,19,KC,IND,3,53,31,38,0,1,NA
2003,01/11/2004,19,PHI,GB,4,43,20,17,0,1,NA
2003,01/18/2004,20,NE,IND,3.5,42,24,14,0,1,NA
2003,01/18/2004,20,PHI,CAR,4,36.5,3,14,0,1,NA
2003,NA,NA,NE,CAR,7,37.5,32,29,NA,NA,NA
2003,NA,NA,NE,CAR,7,37.5,32,29,NA,NA,NA
2004,09/09/2004,1,NE,IND,3,44.5,27,24,0,0,Gillette Stadium
2004,09/11/2004,1,MIA,TEN,-3,38,7,17,0,0,Sun Life Stadium
2004,09/12/2004,1,BUF,JAX,3,35,10,13,0,0,Ralph Wilson Stadium
2004,09/12/2004,1,CHI,DET,1.5,38.5,16,20,0,0,Soldier Field
2004,09/12/2004,1,CLE,BAL,-3.5,37,20,3,0,0,FirstEnergy Stadium
2004,09/12/2004,1,DEN,KC,3,48.5,34,24,0,0,Sports Authority Field at Mile High
2004,09/12/2004,1,HOU,LAC,4.5,44,20,27,0,0,Reliant Stadium
2004,09/12/2004,1,MIN,DAL,6.5,44,35,17,0,0,Hubert H. Humphrey Metrodome
2004,09/12/2004,1,NO,SEA,-2.5,45,7,21,0,0,Louisiana Superdome
2004,09/12/2004,1,NYJ,CIN,5.5,42,31,24,0,0,Giants Stadium
2004,09/12/2004,1,PHI,NYG,9.5,41.5,31,17,0,0,Lincoln Financial Field
2004,09/12/2004,1,PIT,OAK,3.5,41.5,24,21,0,0,Heinz Field
2004,09/12/2004,1,SF,ATL,-3,44.5,19,21,0,0,Candlestick Park
2004,09/12/2004,1,LAR,ARI,11,46,17,10,0,0,Edward Jones Dome
2004,09/12/2004,1,WAS,TB,2.5,38.5,16,10,0,0,FedExField
2004,09/13/2004,1,CAR,GB,3,43.5,14,24,0,0,Bank of America Stadium
2004,09/19/2004,2,ARI,NE,-8,41.5,12,23,0,0,University of Phoenix Stadium
2004,09/19/2004,2,ATL,LAR,2,46,34,17,0,0,Georgia Dome
2004,09/19/2004,2,BAL,PIT,4,35.5,30,13,0,0,M&T Bank Stadium
2004,09/19/2004,2,CIN,MIA,5.5,40,16,13,0,0,Paul Brown Stadium
2004,09/19/2004,2,DAL,CLE,4.5,38,19,12,0,0,Texas Stadium
2004,09/19/2004,2,DET,HOU,3,43.5,28,16,0,0,Ford Field
2004,09/19/2004,2,GB,CHI,9,41,10,21,0,0,Lambeau Field
2004,09/19/2004,2,JAX,DEN,-3,38,7,6,0,0,EverBank Field
2004,09/19/2004,2,KC,CAR,7,46,17,28,0,0,Arrowhead Stadium
2004,09/19/2004,2,NO,SF,7.5,42,30,27,0,0,Louisiana Superdome
2004,09/19/2004,2,NYG,WAS,-3,40,20,14,0,0,Giants Stadium
2004,09/19/2004,2,OAK,BUF,3.5,37.5,13,10,0,0,Oakland Coliseum
2004,09/19/2004,2,LAC,NYJ,-3,47,28,34,0,0,Qualcomm Stadium
2004,09/19/2004,2,TB,SEA,-3,37,6,10,0,0,Raymond James Stadium
2004,09/19/2004,2,TEN,IND,-1.5,47,17,31,0,0,Nissan Stadium
2004,09/20/2004,2,PHI,MIN,3,51,27,16,0,0,Lincoln Financial Field
2004,09/26/2004,3,ATL,ARI,11,44,6,3,0,0,Georgia Dome
2004,09/26/2004,3,CIN,BAL,-1.5,35,9,23,0,0,Paul Brown Stadium
2004,09/26/2004,3,DEN,LAC,9.5,46,23,13,0,0,Sports Authority Field at Mile High
2004,09/26/2004,3,DET,PHI,-4.5,44,13,30,0,0,Ford Field
2004,09/26/2004,3,IND,GB,6,50,45,31,0,0,RCA Dome
2004,09/26/2004,3,KC,HOU,7.5,48,21,24,0,0,Arrowhead Stadium
2004,09/26/2004,3,MIA,PIT,2.5,31,3,13,0,0,Sun Life Stadium
2004,09/26/2004,3,MIN,CHI,12,45,27,22,0,0,Hubert H. Humphrey Metrodome
2004,09/26/2004,3,NYG,CLE,3,38,27,10,0,0,Giants Stadium
2004,09/26/2004,3,OAK,TB,3,35.5,30,20,0,0,Oakland Coliseum
2004,09/26/2004,3,SEA,SF,10,41.5,34,0,0,0,CenturyLink Field
2004,09/26/2004,3,LAR,NO,6,49,25,28,0,0,Edward Jones Dome
2004,09/26/2004,3,TEN,JAX,6,34.5,12,15,0,0,Nissan Stadium
2004,09/27/2004,3,WAS,DAL,1.5,35.5,18,21,0,0,FedExField
2004,10/03/2004,4,ARI,NO,-3.5,40,34,10,0,0,University of Phoenix Stadium
2004,10/03/2004,4,BUF,NE,-5.5,35,17,31,0,0,Ralph Wilson Stadium
2004,10/03/2004,4,CAR,ATL,3.5,39,10,27,0,0,Bank of America Stadium
2004,10/03/2004,4,CHI,PHI,-8.5,40.5,9,19,0,0,Soldier Field
2004,10/03/2004,4,CLE,WAS,-2.5,36,17,13,0,0,FirstEnergy Stadium
2004,10/03/2004,4,GB,NYG,7,44,7,14,0,0,Lambeau Field
2004,10/03/2004,4,HOU,OAK,-2,42,30,17,0,0,Reliant Stadium
2004,10/03/2004,4,JAX,IND,-4,42,17,24,0,0,EverBank Field
2004,10/03/2004,4,MIA,NYJ,-5.5,36,9,17,0,0,Sun Life Stadium
2004,10/03/2004,4,PIT,CIN,4,39.5,28,17,0,0,Heinz Field
2004,10/03/2004,4,LAC,TEN,-3,41,38,17,0,0,Qualcomm Stadium
2004,10/03/2004,4,SF,LAR,-4,44,14,24,0,0,Candlestick Park
2004,10/03/2004,4,TB,DEN,-3,35,13,16,0,0,Raymond James Stadium
2004,10/04/2004,4,BAL,KC,6,41.5,24,27,0,0,M&T Bank Stadium
2004,10/10/2004,5,ATL,DET,6.5,41,10,17,0,0,Georgia Dome
2004,10/10/2004,5,DAL,NYG,3.5,38.5,10,26,0,0,Texas Stadium
2004,10/10/2004,5,DEN,CAR,4,38,20,17,0,0,Sports Authority Field at Mile High
2004,10/10/2004,5,HOU,MIN,-3.5,50,28,34,0,0,Reliant Stadium
2004,10/10/2004,5,IND,OAK,8.5,52,35,14,0,0,RCA Dome
2004,10/10/2004,5,NE,MIA,11,34,24,10,0,0,Gillette Stadium
2004,10/10/2004,5,NO,TB,3,38.5,17,20,0,0,Louisiana Superdome
2004,10/10/2004,5,NYJ,BUF,6.5,37,16,14,0,0,Giants Stadium
2004,10/10/2004,5,PIT,CLE,4.5,36,34,23,0,0,Heinz Field
2004,10/10/2004,5,LAC,JAX,-2.5,37,34,21,0,0,Qualcomm Stadium
2004,10/10/2004,5,SF,ARI,1,36.5,31,28,0,0,Candlestick Park
2004,10/10/2004,5,SEA,LAR,8,44,27,33,0,0,CenturyLink Field
2004,10/10/2004,5,WAS,BAL,-0,34,10,17,0,0,FedExField
2004,10/11/2004,5,GB,TEN,3,44,27,48,0,0,Lambeau Field
2004,10/17/2004,6,ATL,LAC,5.5,43,21,20,0,0,Georgia Dome
2004,10/17/2004,6,BUF,MIA,4.5,30,20,13,0,0,Ralph Wilson Stadium
2004,10/17/2004,6,CHI,WAS,1.5,33.5,10,13,0,0,Soldier Field
2004,10/17/2004,6,CLE,CIN,3,40,34,17,0,0,FirstEnergy Stadium
2004,10/17/2004,6,DAL,PIT,3,39,20,24,0,0,Texas Stadium
2004,10/17/2004,6,DET,GB,3,45,10,38,0,0,Ford Field
2004,10/17/2004,6,JAX,KC,-2.5,44,22,16,0,0,EverBank Field
2004,10/17/2004,6,NE,SEA,3.5,42,30,20,0,0,Gillette Stadium
2004,10/17/2004,6,NO,MIN,-3.5,53,31,38,0,0,Louisiana Superdome
2004,10/17/2004,6,NYJ,SF,9.5,43,22,14,0,0,Giants Stadium
2004,10/17/2004,6,OAK,DEN,-2.5,42,3,31,0,0,Oakland Coliseum
2004,10/17/2004,6,PHI,CAR,10,42,30,8,0,0,Lincoln Financial Field
2004,10/17/2004,6,TEN,HOU,5.5,46,10,20,0,0,Nissan Stadium
2004,10/18/2004,6,LAR,TB,6.5,42.5,28,21,0,0,Edward Jones Dome
2004,10/24/2004,7,ARI,SEA,-6.5,40,25,17,0,0,University of Phoenix Stadium
2004,10/24/2004,7,BAL,BUF,4.5,31,20,6,0,0,M&T Bank Stadium
2004,10/24/2004,7,CAR,LAC,3,42,6,17,0,0,Bank of America Stadium
2004,10/24/2004,7,CLE,PHI,-7,41.5,31,34,0,0,FirstEnergy Stadium
2004,10/24/2004,7,GB,DAL,4,44,41,20,0,0,Lambeau Field
2004,10/24/2004,7,IND,JAX,9,47,24,27,0,0,RCA Dome
2004,10/24/2004,7,KC,ATL,3.5,44.5,56,10,0,0,Arrowhead Stadium
2004,10/24/2004,7,MIA,LAR,-5,37.5,31,14,0,0,Sun Life Stadium
2004,10/24/2004,7,MIN,TEN,6,53,20,3,0,0,Hubert H. Humphrey Metrodome
2004,10/24/2004,7,NE,NYJ,6,43.5,13,7,0,0,Gillette Stadium
2004,10/24/2004,7,NYG,DET,7,40,13,28,0,0,Giants Stadium
2004,10/24/2004,7,OAK,NO,3,45.5,26,31,0,0,Oakland Coliseum
2004,10/24/2004,7,TB,CHI,7,32,19,7,0,0,Raymond James Stadium
2004,10/25/2004,7,CIN,DEN,-7,42.5,23,10,0,0,Paul Brown Stadium
2004,10/31/2004,8,BUF,ARI,4.5,33.5,38,14,0,0,Ralph Wilson Stadium
2004,10/31/2004,8,CHI,SF,2,35.5,23,13,0,0,Soldier Field
2004,10/31/2004,8,DAL,DET,3,40,31,21,0,0,Texas Stadium
2004,10/31/2004,8,DEN,ATL,7,39.5,28,41,0,0,Sports Authority Field at Mile High
2004,10/31/2004,8,HOU,JAX,2,42,20,6,0,0,Reliant Stadium
2004,10/31/2004,8,KC,IND,-1,56.5,45,35,0,0,Arrowhead Stadium
2004,10/31/2004,8,MIN,NYG,6.5,48.5,13,34,0,0,Hubert H. Humphrey Metrodome
2004,10/31/2004,8,PHI,BAL,7.5,37,15,10,0,0,Lincoln Financial Field
2004,10/31/2004,8,PIT,NE,-3,42,34,20,0,0,Heinz Field
2004,10/31/2004,8,LAC,OAK,6,46,42,14,0,0,Qualcomm Stadium
2004,10/31/2004,8,SEA,CAR,8,39,23,17,0,0,CenturyLink Field
