seas,date,wk,h,v,sprv,ou,ptsh,ptsv,neutral,playoff,stad
2009,11/08/2009,9,ATL,WAS,9,41,31,17,0,0,Georgia Dome
2009,11/08/2009,9,CHI,ARI,3,44.5,21,41,0,0,Soldier Field
2009,11/08/2009,9,CIN,BAL,-3,44.5,17,7,0,0,Paul Brown Stadium
2009,11/08/2009,9,IND,HOU,8.5,49.5,20,17,0,0,Lucas Oil Stadium
2009,11/08/2009,9,JAX,KC,7,41.5,24,21,0,0,EverBank Field
2009,11/08/2009,9,NE,MIA,10.5,46.5,27,17,0,0,Gillette Stadium
2009,11/08/2009,9,NO,CAR,13,51.5,30,20,0,0,Louisiana Superdome
2009,11/08/2009,9,NYG,LAC,4.5,48,20,21,0,0,Giants Stadium
2009,11/08/2009,9,PHI,DAL,3,50,16,20,0,0,Lincoln Financial Field
2009,11/08/2009,9,SF,TEN,4,40.5,27,34,0,0,Candlestick Park
2009,11/08/2009,9,SEA,DET,10,42,32,20,0,0,CenturyLink Field
2009,11/08/2009,9,TB,GB,-9.5,43.5,38,28,0,0,Raymond James Stadium
2009,11/09/2009,9,DEN,PIT,-3,41.5,10,28,0,0,Sports Authority Field at Mile High
2009,11/12/2009,10,SF,CHI,3,43.5,10,6,0,0,Candlestick Park
2009,11/15/2009,10,ARI,SEA,8.5,46.5,31,20,0,0,University of Phoenix Stadium
2009,11/15/2009,10,CAR,ATL,-1,43.5,28,19,0,0,Bank of America Stadium
2009,11/15/2009,10,GB,DAL,-3,48,17,7,0,0,Lambeau Field
2009,11/15/2009,10,IND,NE,1.5,48.5,35,34,0,0,Lucas Oil Stadium
2009,11/15/2009,10,MIA,TB,10,43.5,25,23,0,0,Sun Life Stadium
2009,11/15/2009,10,MIN,DET,17,47.5,27,10,0,0,Mall of America Field
2009,11/15/2009,10,NYJ,JAX,6.5,41,22,24,0,0,Giants Stadium
2009,11/15/2009,10,OAK,KC,2.5,36,10,16,0,0,Oakland Coliseum
2009,11/15/2009,10,PIT,CIN,6.5,41.5,12,18,0,0,Heinz Field
2009,11/15/2009,10,LAC,PHI,1.5,47,31,23,0,0,Qualcomm Stadium
2009,11/15/2009,10,LAR,NO,-14.5,51,23,28,0,0,Edward Jones Dome
2009,11/15/2009,10,TEN,BUF,7.5,41,41,17,0,0,Nissan Stadium
2009,11/15/2009,10,WAS,DEN,-3.5,36.5,27,17,0,0,FedExField
2009,11/16/2009,10,CLE,BAL,-11,39,0,16,0,0,FirstEnergy Stadium
2009,11/19/2009,11,CAR,MIA,3.5,42,17,24,0,0,Bank of America Stadium
2009,11/22/2009,11,BAL,IND,-1.5,44.5,15,17,0,0,M&T Bank Stadium
2009,11/22/2009,11,CHI,PHI,-3.5,47,20,24,0,0,Soldier Field
2009,11/22/2009,11,DAL,WAS,10.5,41.5,7,6,0,0,Cowboys Stadium
2009,11/22/2009,11,DEN,LAC,-6,42,3,32,0,0,Sports Authority Field at Mile High
2009,11/22/2009,11,DET,CLE,3,37.5,38,37,0,0,Ford Field
2009,11/22/2009,11,GB,SF,6,42,30,24,0,0,Lambeau Field
2009,11/22/2009,11,JAX,BUF,8.5,41,18,15,0,0,EverBank Field
2009,11/22/2009,11,KC,PIT,-11.5,39.5,27,24,0,0,Arrowhead Stadium
2009,11/22/2009,11,MIN,SEA,11,47,35,9,0,0,Mall of America Field
2009,11/22/2009,11,NE,NYJ,11,45,31,14,0,0,Gillette Stadium
2009,11/22/2009,11,NYG,ATL,7,46.5,34,31,0,0,Giants Stadium
2009,11/22/2009,11,OAK,CIN,-8.5,36,20,17,0,0,Oakland Coliseum
2009,11/22/2009,11,LAR,ARI,-9,47,13,21,0,0,Edward Jones Dome
2009,11/22/2009,11,TB,NO,-10.5,51,7,38,0,0,Raymond James Stadium
2009,11/23/2009,11,HOU,TEN,3.5,48,17,20,0,0,Reliant Stadium
2009,11/26/2009,12,DAL,OAK,13.5,40.5,24,7,0,0,Cowboys Stadium
2009,11/26/2009,12,DEN,NYG,-4.5,43.5,26,6,0,0,Sports Authority Field at Mile High
2009,11/26/2009,12,DET,GB,-11.5,48,12,34,0,0,Ford Field
2009,11/29/2009,12,ATL,TB,12.5,46,20,17,0,0,Georgia Dome
2009,11/29/2009,12,BAL,PIT,8,34,20,17,0,0,M&T Bank Stadium
2009,11/29/2009,12,BUF,MIA,-3.5,38.5,31,14,0,0,Ralph Wilson Stadium
2009,11/29/2009,12,CIN,CLE,12,39.5,16,7,0,0,Paul Brown Stadium
2009,11/29/2009,12,HOU,IND,-3,48,27,35,0,0,Reliant Stadium
2009,11/29/2009,12,MIN,CHI,10,47,36,10,0,0,Mall of America Field
2009,11/29/2009,12,NYJ,CAR,3.5,41.5,17,6,0,0,Giants Stadium
2009,11/29/2009,12,PHI,WAS,10,40.5,27,24,0,0,Lincoln Financial Field
2009,11/29/2009,12,LAC,KC,13.5,45,43,14,0,0,Qualcomm Stadium
2009,11/29/2009,12,SF,JAX,3,42.5,20,3,0,0,Candlestick Park
2009,11/29/2009,12,LAR,SEA,-3.5,42.5,17,27,0,0,Edward Jones Dome
2009,11/29/2009,12,TEN,ARI,2,45.5,20,17,0,0,Nissan Stadium
2009,11/30/2009,12,NO,NE,1.5,56.5,38,17,0,0,Louisiana Superdome
2009,12/03/2009,13,BUF,NYJ,-3.5,37,13,19,0,0,Rogers Centre
2009,12/06/2009,13,ARI,MIN,-3,49,30,17,0,0,University of Phoenix Stadium
2009,12/06/2009,13,ATL,PHI,-4,43.5,7,34,0,0,Georgia Dome
2009,12/06/2009,13,CAR,TB,3.5,40,16,6,0,0,Bank of America Stadium
2009,12/06/2009,13,CHI,LAR,9,41,17,9,0,0,Soldier Field
2009,12/06/2009,13,CIN,DET,13.5,42,23,13,0,0,Paul Brown Stadium
2009,12/06/2009,13,CLE,LAC,-13.5,42.5,23,30,0,0,FirstEnergy Stadium
2009,12/06/2009,13,IND,TEN,6,47,27,17,0,0,Lucas Oil Stadium
2009,12/06/2009,13,JAX,HOU,-1.5,47.5,23,18,0,0,EverBank Field
2009,12/06/2009,13,KC,DEN,-6,39,13,44,0,0,Arrowhead Stadium
2009,12/06/2009,13,MIA,NE,-5,46.5,22,21,0,0,Sun Life Stadium
2009,12/06/2009,13,NYG,DAL,-1.5,45.5,31,24,0,0,Giants Stadium
2009,12/06/2009,13,PIT,OAK,15,37,24,27,0,0,Heinz Field
2009,12/06/2009,13,SEA,SF,-1,41.5,20,17,0,0,CenturyLink Field
2009,12/06/2009,13,WAS,NO,-8,47,30,33,0,0,FedExField
2009,12/07/2009,13,GB,BAL,4,43,27,14,0,0,Lambeau Field
2009,12/10/2009,14,CLE,PIT,-10,34.5,13,6,0,0,FirstEnergy Stadium
2009,12/13/2009,14,ATL,NO,-10,50,23,26,0,0,Georgia Dome
2009,12/13/2009,14,BAL,DET,14,40.5,48,3,0,0,M&T Bank Stadium
2009,12/13/2009,14,CHI,GB,-4,42,14,21,0,0,Soldier Field
2009,12/13/2009,14,DAL,LAC,3.5,48.5,17,20,0,0,Cowboys Stadium
2009,12/13/2009,14,HOU,SEA,7,45,34,7,0,0,Reliant Stadium
2009,12/13/2009,14,IND,DEN,6.5,43.5,28,16,0,0,Lucas Oil Stadium
2009,12/13/2009,14,JAX,MIA,2,43,10,14,0,0,EverBank Field
2009,12/13/2009,14,KC,BUF,-2.5,38,10,16,0,0,Arrowhead Stadium
2009,12/13/2009,14,MIN,CIN,6,42.5,30,10,0,0,Mall of America Field
2009,12/13/2009,14,NE,CAR,12.5,43.5,20,10,0,0,Gillette Stadium
2009,12/13/2009,14,NYG,PHI,-1,42.5,38,45,0,0,Giants Stadium
2009,12/13/2009,14,OAK,WAS,-2.5,37.5,13,34,0,0,Oakland Coliseum
2009,12/13/2009,14,TB,NYJ,-3.5,36.5,3,26,0,0,Raymond James Stadium
2009,12/13/2009,14,TEN,LAR,14,40,47,7,0,0,Nissan Stadium
2009,12/14/2009,14,SF,ARI,-4,45,24,9,0,0,Candlestick Park
2009,12/17/2009,15,JAX,IND,-3,43.5,31,35,0,0,EverBank Field
2009,12/19/2009,15,NO,DAL,7.5,53.5,17,24,0,0,Louisiana Superdome
2009,12/20/2009,15,BAL,CHI,11,39,31,7,0,0,M&T Bank Stadium
2009,12/20/2009,15,BUF,NE,-7,41,10,17,0,0,Ralph Wilson Stadium
2009,12/20/2009,15,CAR,MIN,-9,43,26,7,0,0,Bank of America Stadium
2009,12/20/2009,15,DEN,OAK,14,37,19,20,0,0,Sports Authority Field at Mile High
2009,12/20/2009,15,DET,ARI,-14,47,24,31,0,0,Ford Field
2009,12/20/2009,15,KC,CLE,3,37,34,41,0,0,Arrowhead Stadium
2009,12/20/2009,15,NYJ,ATL,7,35.5,7,10,0,0,Giants Stadium
2009,12/20/2009,15,PHI,SF,7.5,41,27,13,0,0,Lincoln Financial Field
2009,12/20/2009,15,PIT,GB,2.5,41,37,36,0,0,Heinz Field
2009,12/20/2009,15,LAC,CIN,7,43.5,27,24,0,0,Qualcomm Stadium
2009,12/20/2009,15,SEA,TB,6.5,39,7,24,0,0,CenturyLink Field
2009,12/20/2009,15,LAR,HOU,-14,43.5,13,16,0,0,Edward Jones Dome
2009,12/20/2009,15,TEN,MIA,4.5,43,27,24,0,0,Nissan Stadium
2009,12/21/2009,15,WAS,NYG,-3,43.5,12,45,0,0,FedExField
2009,12/25/2009,16,TEN,LAC,2,48,17,42,0,0,Nissan Stadium
2009,12/27/2009,16,ARI,LAR,16,43.5,31,10,0,0,University of Phoenix Stadium
2009,12/27/2009,16,ATL,BUF,8,40,31,3,0,0,Georgia Dome
2009,12/27/2009,16,CIN,KC,13,39.5,17,10,0,0,Paul Brown Stadium
2009,12/27/2009,16,CLE,OAK,3,37,23,9,0,0,FirstEnergy Stadium
2009,12/27/2009,16,GB,SEA,13.5,43.5,48,10,0,0,Lambeau Field
2009,12/27/2009,16,IND,NYJ,3,40.5,15,29,0,0,Lucas Oil Stadium
2009,12/27/2009,16,MIA,HOU,2,47,20,27,0,0,Sun Life Stadium
2009,12/27/2009,16,NE,JAX,9,44.5,35,7,0,0,Gillette Stadium
2009,12/27/2009,16,NO,TB,14,48.5,17,20,0,0,Louisiana Superdome
2009,12/27/2009,16,NYG,CAR,8.5,43,9,41,0,0,Giants Stadium
2009,12/27/2009,16,PHI,DEN,7,43,30,27,0,0,Lincoln Financial Field
2009,12/27/2009,16,PIT,BAL,3,43,23,20,0,0,Heinz Field
2009,12/27/2009,16,SF,DET,14,41,20,6,0,0,Candlestick Park
2009,12/27/2009,16,WAS,DAL,-7,42,0,17,0,0,FedExField
2009,12/28/2009,16,CHI,MIN,-8.5,42,36,30,0,0,Soldier Field
2009,01/03/2010,17,ARI,GB,3,44,7,33,0,0,University of Phoenix Stadium
2009,01/03/2010,17,BUF,IND,8,32,30,7,0,0,Ralph Wilson Stadium
2009,01/03/2010,17,CAR,NO,10,41,23,10,0,0,Bank of America Stadium
2009,01/03/2010,17,CLE,JAX,2,35,23,17,0,0,FirstEnergy Stadium
2009,01/03/2010,17,DAL,PHI,3,47,24,0,0,0,Cowboys Stadium
2009,01/03/2010,17,DEN,KC,10,38,24,44,0,0,Sports Authority Field at Mile High
2009,01/03/2010,17,DET,CHI,-4.5,44.5,23,37,0,0,Ford Field
2009,01/03/2010,17,HOU,NE,7.5,47,34,27,0,0,Reliant Stadium
2009,01/03/2010,17,MIA,PIT,-3,46,24,30,0,0,Sun Life Stadium
2009,01/03/2010,17,MIN,NYG,8,48,44,7,0,0,Mall of America Field
2009,01/03/2010,17,NYJ,CIN,10,33.5,37,0,0,0,Giants Stadium
2009,01/03/2010,17,OAK,BAL,-10,39,13,21,0,0,Oakland Coliseum
2009,01/03/2010,17,LAC,WAS,3,39,23,20,0,0,Qualcomm Stadium
2009,01/03/2010,17,SEA,TEN,-6,45,13,17,0,0,CenturyLink Field
2009,01/03/2010,17,LAR,SF,-7,39.5,6,28,0,0,Edward Jones Dome
2009,01/03/2010,17,TB,ATL,-3,41.5,10,20,0,0,Raymond James Stadium
2009,01/09/2010,18,CIN,NYJ,2.5,34.5,14,24,0,1,Paul Brown Stadium
2009,01/09/2010,18,DAL,PHI,3.5,46,34,14,0,1,Cowboys Stadium
2009,01/10/2010,18,ARI,GB,-2.5,48,51,45,0,1,University of Phoenix Stadium
2009,01/10/2010,18,NE,BAL,4,44,14,33,0,1,NA
2009,01/16/2010,19,IND,BAL,6.5,44,20,3,0,1,NA
2009,01/16/2010,19,NO,ARI,7,57,45,14,0,1,NA
2009,01/17/2010,19,MIN,DAL,2.5,45,34,3,0,1,NA
2009,01/17/2010,19,LAC,NYJ,9,42.5,14,17,0,1,NA
2009,01/24/2010,20,IND,NYJ,8.5,40.5,30,17,0,1,NA
2009,01/24/2010,20,NO,MIN,3.5,54,31,28,0,1,NA
2009,NA,NA,TB,NE,-14.5,45,7,35,NA,NA,NA
2009,NA,NA,IND,NO,5,56.5,17,31,NA,NA,NA
2009,NA,NA,TB,NE,-14.5,45,7,35,NA,NA,NA
2009,NA,NA,IND,NO,5,56.5,17,31,NA,NA,NA
2010,09/09/2010,1,NO,MIN,5,49.5,14,9,0,0,Louisiana Superdome
2010,09/12/2010,1,BUF,MIA,-3,39,10,15,0,0,Ralph Wilson Stadium
2010,09/12/2010,1,CHI,DET,6.5,45,19,14,0,0,Soldier Field
2010,09/12/2010,1,HOU,IND,-1,48,34,24,0,0,Reliant Stadium
2010,09/12/2010,1,JAX,DEN,3,41.5,24,17,0,0,EverBank Field
2010,09/12/2010,1,NE,CIN,5.5,45,38,24,0,0,Gillette Stadium
2010,09/12/2010,1,NYG,CAR,6,41,31,18,0,0,MetLife Stadium
2010,09/12/2010,1,PHI,GB,-3,48,20,27,0,0,Lincoln Financial Field
2010,09/12/2010,1,PIT,ATL,-1.5,39.5,15,9,0,0,Heinz Field
2010,09/12/2010,1,SEA,SF,-3,37,31,6,0,0,CenturyLink Field
2010,09/12/2010,1,LAR,ARI,-3,39.5,13,17,0,0,Edward Jones Dome
2010,09/12/2010,1,TB,CLE,2.5,37,17,14,0,0,Raymond James Stadium
2010,09/12/2010,1,TEN,OAK,6.5,40,38,13,0,0,Nissan Stadium
2010,09/12/2010,1,WAS,DAL,-3,40,13,7,0,0,FedExField
2010,09/13/2010,1,KC,LAC,-4,45.5,21,14,0,0,Arrowhead Stadium
2010,09/13/2010,1,NYJ,BAL,1,36.5,9,10,0,0,MetLife Stadium
2010,09/19/2010,2,ATL,ARI,7,43.5,41,7,0,0,Georgia Dome
2010,09/19/2010,2,CAR,TB,4,37.5,7,20,0,0,Bank of America Stadium
2010,09/19/2010,2,CIN,BAL,-3,39.5,15,10,0,0,Paul Brown Stadium
2010,09/19/2010,2,CLE,KC,3,38,14,16,0,0,FirstEnergy Stadium
2010,09/19/2010,2,DAL,CHI,7,41.5,20,27,0,0,Cowboys Stadium
2010,09/19/2010,2,DEN,SEA,3.5,41,31,14,0,0,Sports Authority Field at Mile High
2010,09/19/2010,2,DET,PHI,-6.5,41,32,35,0,0,Ford Field
2010,09/19/2010,2,GB,BUF,13,43,34,7,0,0,Lambeau Field
2010,09/19/2010,2,IND,NYG,4,48.5,38,14,0,0,Lucas Oil Stadium
2010,09/19/2010,2,MIN,MIA,6,41,10,14,0,0,Mall of America Field
2010,09/19/2010,2,NYJ,NE,-3,39.5,28,14,0,0,MetLife Stadium
2010,09/19/2010,2,OAK,LAR,3,37.5,16,14,0,0,Oakland Coliseum
2010,09/19/2010,2,LAC,JAX,7,45,38,13,0,0,Qualcomm Stadium
2010,09/19/2010,2,TEN,PIT,6,37,11,19,0,0,Nissan Stadium
2010,09/19/2010,2,WAS,HOU,-3,42.5,27,30,0,0,FedExField
2010,09/20/2010,2,SF,NO,-5,43.5,22,25,0,0,Candlestick Park
2010,09/26/2010,3,ARI,OAK,5.5,39,24,23,0,0,University of Phoenix Stadium
2010,09/26/2010,3,BAL,CLE,12.5,36.5,24,17,0,0,M&T Bank Stadium
2010,09/26/2010,3,CAR,CIN,-3.5,37,7,20,0,0,Bank of America Stadium
2010,09/26/2010,3,DEN,IND,-6,47,13,27,0,0,Sports Authority Field at Mile High
2010,09/26/2010,3,HOU,DAL,2.5,47.5,13,27,0,0,Reliant Stadium
2010,09/26/2010,3,JAX,PHI,-3,45,3,28,0,0,EverBank Field
2010,09/26/2010,3,KC,SF,-3,38,31,10,0,0,Arrowhead Stadium
2010,09/26/2010,3,MIA,NYJ,2.5,36,23,31,0,0,Sun Life Stadium
2010,09/26/2010,3,MIN,DET,13,43,24,10,0,0,Mall of America Field
2010,09/26/2010,3,NE,BUF,14.5,43,38,30,0,0,Gillette Stadium
2010,09/26/2010,3,NO,ATL,3,49.5,24,27,0,0,Louisiana Superdome
2010,09/26/2010,3,NYG,TEN,3,43.5,10,29,0,0,MetLife Stadium
2010,09/26/2010,3,SEA,LAC,-4,44,27,20,0,0,CenturyLink Field
2010,09/26/2010,3,LAR,WAS,-5,39,30,16,0,0,Edward Jones Dome
2010,09/26/2010,3,TB,PIT,-3,33,13,38,0,0,Raymond James Stadium
2010,09/27/2010,3,CHI,GB,-3,46.5,20,17,0,0,Soldier Field
2010,10/03/2010,4,ATL,SF,7,42.5,16,14,0,0,Georgia Dome
2010,10/03/2010,4,BUF,NYJ,-6,37,14,38,0,0,Ralph Wilson Stadium
2010,10/03/2010,4,CLE,CIN,-2.5,37,23,20,0,0,FirstEnergy Stadium
2010,10/03/2010,4,GB,DET,14.5,46,28,26,0,0,Lambeau Field
2010,10/03/2010,4,JAX,IND,-7,46,31,28,0,0,EverBank Field
2010,10/03/2010,4,NO,CAR,12.5,44,16,14,0,0,Louisiana Superdome
2010,10/03/2010,4,NYG,CHI,3.5,44,17,3,0,0,MetLife Stadium
2010,10/03/2010,4,OAK,HOU,-3.5,44,24,31,0,0,Oakland Coliseum
2010,10/03/2010,4,PHI,WAS,5,43.5,12,17,0,0,Lincoln Financial Field
2010,10/03/2010,4,PIT,BAL,2.5,34.5,14,17,0,0,Heinz Field
2010,10/03/2010,4,LAC,ARI,9.5,46.5,41,10,0,0,Qualcomm Stadium
2010,10/03/2010,4,LAR,SEA,-2,40,20,3,0,0,Edward Jones Dome
2010,10/03/2010,4,TEN,DEN,6.5,43.5,20,26,0,0,Nissan Stadium
2010,10/04/2010,4,MIA,NE,-1,48,14,41,0,0,Sun Life Stadium
2010,10/10/2010,5,ARI,NO,-7,45.5,30,20,0,0,University of Phoenix Stadium
2010,10/10/2010,5,BAL,DEN,8,39.5,31,17,0,0,M&T Bank Stadium
2010,10/10/2010,5,BUF,JAX,2.5,41.5,26,36,0,0,Ralph Wilson Stadium
2010,10/10/2010,5,CAR,CHI,3,33,6,23,0,0,Bank of America Stadium
2010,10/10/2010,5,CIN,TB,7,38.5,21,24,0,0,Paul Brown Stadium
2010,10/10/2010,5,CLE,ATL,-3,41.5,10,20,0,0,FirstEnergy Stadium
2010,10/10/2010,5,DAL,TEN,7,43,27,34,0,0,Cowboys Stadium
2010,10/10/2010,5,DET,LAR,3,42.5,44,6,0,0,Ford Field
2010,10/10/2010,5,HOU,NYG,3,48.5,10,34,0,0,Reliant Stadium
2010,10/10/2010,5,IND,KC,7.5,46.5,19,9,0,0,Lucas Oil Stadium
2010,10/10/2010,5,OAK,LAC,-7,44,35,27,0,0,Oakland Coliseum
2010,10/10/2010,5,SF,PHI,3,38.5,24,27,0,0,Candlestick Park
2010,10/10/2010,5,WAS,GB,-3,45.5,16,13,0,0,FedExField
2010,10/11/2010,5,NYJ,MIN,4.5,40,29,20,0,0,MetLife Stadium
2010,10/17/2010,6,CHI,SEA,6,38,20,23,0,0,Soldier Field
2010,10/17/2010,6,DEN,NYJ,-3.5,43,20,24,0,0,Sports Authority Field at Mile High
2010,10/17/2010,6,GB,MIA,3,44,20,23,0,0,Lambeau Field
2010,10/17/2010,6,HOU,KC,4.5,46,35,31,0,0,Reliant Stadium
2010,10/17/2010,6,MIN,DAL,1.5,44,24,21,0,0,Mall of America Field
2010,10/17/2010,6,NE,BAL,3,44.5,23,20,0,0,Gillette Stadium
2010,10/17/2010,6,NYG,DET,10,45.5,28,20,0,0,MetLife Stadium
2010,10/17/2010,6,PHI,ATL,1.5,43,31,17,0,0,Lincoln Financial Field
2010,10/17/2010,6,PIT,CLE,14,37.5,28,10,0,0,Heinz Field
2010,10/17/2010,6,SF,OAK,7,41,17,9,0,0,Candlestick Park
2010,10/17/2010,6,LAR,LAC,-8.5,45,20,17,0,0,Edward Jones Dome
2010,10/17/2010,6,TB,NO,-5.5,44,6,31,0,0,Raymond James Stadium
2010,10/17/2010,6,WAS,IND,-3,45,24,27,0,0,FedExField
2010,10/18/2010,6,JAX,TEN,-3,43.5,3,30,0,0,EverBank Field
2010,10/24/2010,7,ATL,CIN,3.5,43,39,32,0,0,Georgia Dome
2010,10/24/2010,7,BAL,BUF,12.5,40,37,34,0,0,M&T Bank Stadium
2010,10/24/2010,7,CAR,SF,-2.5,35.5,23,20,0,0,Bank of America Stadium
2010,10/24/2010,7,CHI,WAS,3,40,14,17,0,0,Soldier Field
2010,10/24/2010,7,DEN,OAK,7,43,14,59,0,0,Sports Authority Field at Mile High
2010,10/24/2010,7,GB,MIN,2.5,44.5,28,24,0,0,Lambeau Field
2010,10/24/2010,7,KC,JAX,9,39,42,20,0,0,Arrowhead Stadium
2010,10/24/2010,7,MIA,PIT,-3,40.5,22,23,0,0,Sun Life Stadium
2010,10/24/2010,7,NO,CLE,12.5,44,17,30,0,0,Louisiana Superdome
2010,10/24/2010,7,LAC,NE,1.5,49.5,20,23,0,0,Qualcomm Stadium
2010,10/24/2010,7,SEA,ARI,6.5,40.5,22,10,0,0,CenturyLink Field
2010,10/24/2010,7,TB,LAR,3,39,18,17,0,0,Raymond James Stadium
2010,10/24/2010,7,TEN,PHI,3,42,37,19,0,0,Nissan Stadium
2010,10/25/2010,7,DAL,NYG,3.5,45.5,35,41,0,0,Cowboys Stadium
2010,10/31/2010,8,ARI,TB,3,38,35,38,0,0,University of Phoenix Stadium
2010,10/31/2010,8,CIN,MIA,1,44,14,22,0,0,Paul Brown Stadium
2010,10/31/2010,8,DAL,JAX,6.5,44,17,35,0,0,Cowboys Stadium
2010,10/31/2010,8,DET,WAS,3,45,37,25,0,0,Ford Field
2010,10/31/2010,8,KC,BUF,7,46,13,10,0,0,Arrowhead Stadium
2010,10/31/2010,8,NE,MIN,5.5,45,28,18,0,0,Gillette Stadium
2010,10/31/2010,8,NO,PIT,1,45.5,20,10,0,0,Louisiana Superdome
2010,10/31/2010,8,NYJ,GB,6,42,0,9,0,0,MetLife Stadium
2010,10/31/2010,8,OAK,SEA,2,40.5,33,3,0,0,Oakland Coliseum
2010,10/31/2010,8,LAC,TEN,6,45,33,25,0,0,Qualcomm Stadium
2010,10/31/2010,8,LAR,CAR,2.5,37,20,10,0,0,Edward Jones Dome
2010,11/01/2010,8,IND,HOU,5.5,51,30,17,0,0,Lucas Oil Stadium
2010,11/07/2010,9,ATL,TB,9,45.5,27,21,0,0,Georgia Dome
2010,11/07/2010,9,BAL,MIA,5,41,26,10,0,0,M&T Bank Stadium
2010,11/07/2010,9,BUF,CHI,-3,41.5,19,22,0,0,Rogers Centre
2010,11/07/2010,9,CAR,NO,-6.5,40.5,3,34,0,0,Bank of America Stadium
2010,11/07/2010,9,CLE,NE,-4,43.5,34,14,0,0,FirstEnergy Stadium
2010,11/07/2010,9,DET,NYJ,-5.5,42,20,23,0,0,Ford Field
2010,11/07/2010,9,GB,DAL,7,45.5,45,7,0,0,Lambeau Field
2010,11/07/2010,9,HOU,LAC,-3,49.5,23,29,0,0,Reliant Stadium
2010,11/07/2010,9,MIN,ARI,7.5,42.5,27,24,0,0,Mall of America Field
2010,11/07/2010,9,OAK,KC,-0,41,23,20,0,0,Oakland Coliseum
2010,11/07/2010,9,PHI,IND,3,47,26,24,0,0,Lincoln Financial Field
2010,11/07/2010,9,SEA,NYG,-7.5,40.5,7,41,0,0,CenturyLink Field
2010,11/08/2010,9,CIN,PIT,-5.5,41.5,21,27,0,0,Paul Brown Stadium
2010,11/11/2010,10,ATL,BAL,1,44,26,21,0,0,Georgia Dome
2010,11/14/2010,10,ARI,SEA,4,41.5,18,36,0,0,University of Phoenix Stadium
2010,11/14/2010,10,BUF,DET,1.5,45,14,12,0,0,Ralph Wilson Stadium
2010,11/14/2010,10,CHI,MIN,-1,41.5,27,13,0,0,Soldier Field
2010,11/14/2010,10,CLE,NYJ,-3.5,37,20,26,0,0,FirstEnergy Stadium
2010,11/14/2010,10,DEN,KC,-1,44.5,49,29,0,0,Sports Authority Field at Mile High
2010,11/14/2010,10,IND,CIN,7,47,23,17,0,0,Lucas Oil Stadium
2010,11/14/2010,10,JAX,HOU,-0,48.5,31,24,0,0,EverBank Field
2010,11/14/2010,10,MIA,TEN,1,43,29,17,0,0,Sun Life Stadium
2010,11/14/2010,10,NYG,DAL,12.5,46.5,20,33,0,0,MetLife Stadium
2010,11/14/2010,10,PIT,NE,4.5,45,26,39,0,0,Heinz Field
2010,11/14/2010,10,SF,LAR,4.5,39,23,20,0,0,Candlestick Park
2010,11/14/2010,10,TB,CAR,7,37,31,16,0,0,Raymond James Stadium
2010,11/15/2010,10,WAS,PHI,-3.5,43.5,28,59,0,0,FedExField
2010,11/18/2010,11,MIA,CHI,2,40,0,16,0,0,Sun Life Stadium
2010,11/21/2010,11,CAR,BAL,-13.5,37,13,37,0,0,Bank of America Stadium
2010,11/21/2010,11,CIN,BUF,4,41,31,49,0,0,Paul Brown Stadium
2010,11/21/2010,11,DAL,DET,7,44.5,35,19,0,0,Cowboys Stadium
2010,11/21/2010,11,JAX,CLE,2.5,43,24,20,0,0,EverBank Field
2010,11/21/2010,11,KC,ARI,7,45,31,13,0,0,Arrowhead Stadium
2010,11/21/2010,11,MIN,GB,-3,45,3,31,0,0,Mall of America Field
2010,11/21/2010,11,NE,IND,4.5,50,31,28,0,0,Gillette Stadium
2010,11/21/2010,11,NO,SEA,11,45,34,19,0,0,Louisiana Superdome
2010,11/21/2010,11,NYJ,HOU,6.5,46,30,27,0,0,MetLife Stadium
2010,11/21/2010,11,PHI,NYG,3.5,48,27,17,0,0,Lincoln Financial Field
2010,11/21/2010,11,PIT,OAK,7,41,35,3,0,0,Heinz Field
2010,11/21/2010,11,SF,TB,3.5,41.5,0,21,0,0,Candlestick Park
2010,11/21/2010,11,LAR,ATL,-3.5,43.5,17,34,0,0,Edward Jones Dome
2010,11/21/2010,11,TEN,WAS,7,44.5,16,19,0,0,Nissan Stadium
2010,11/22/2010,11,LAC,DEN,9,50,35,14,0,0,Qualcomm Stadium
2010,11/25/2010,12,DAL,NO,-4.5,49,27,30,0,0,Cowboys Stadium
2010,11/25/2010,12,DET,NE,-7.5,50.5,24,45,0,0,Ford Field
2010,11/25/2010,12,NYJ,CIN,9.5,43.5,26,10,0,0,MetLife Stadium
2010,11/28/2010,12,ATL,GB,2,48,20,17,0,0,Georgia Dome
2010,11/28/2010,12,BAL,TB,7.5,41.5,17,10,0,0,M&T Bank Stadium
2010,11/28/2010,12,BUF,PIT,-7,44,16,19,0,0,Ralph Wilson Stadium
2010,11/28/2010,12,CHI,PHI,-3.5,43,31,26,0,0,Soldier Field
2010,11/28/2010,12,CLE,CAR,7.5,37.5,24,23,0,0,FirstEnergy Stadium
2010,11/28/2010,12,DEN,LAR,3,45,33,36,0,0,Sports Authority Field at Mile High
2010,11/28/2010,12,HOU,TEN,5,46.5,20,0,0,0,Reliant Stadium
2010,11/28/2010,12,IND,LAC,2,51,14,36,0,0,Lucas Oil Stadium
2010,11/28/2010,12,NYG,JAX,7.5,44,24,20,0,0,MetLife Stadium
2010,11/28/2010,12,OAK,MIA,3,38,17,33,0,0,Oakland Coliseum
